1510564733144 0.0
1510564733646 0.0
1510564734146 0.0
1510564734646 0.0
1510564735146 0.0
1510564735647 0.0
1510564736147 0.0
1510564736647 0.0
1510564737148 0.0
1510564737648 0.0
1510564738148 0.0
1510564738648 0.0
1510564739149 0.0
1510564739649 0.0
1510564740149 0.0
1510564740649 0.0
1510564741150 0.0
1510564741650 0.0
1510564742150 0.0
1510564742650 0.0
1510564794108 0.0
1510564794610 0.0
1510564795110 0.0
1510564795610 0.0
1510564796110 0.0
1510564796611 0.0
1510564797111 0.0
1510565044577 0.0
1510565045078 0.0
1510565045578 0.0
1510565046079 0.0
1510565046579 0.0
1510565047079 0.0
1510565047579 0.0
1510565048080 0.0
1510565425437 0.0
1510565425941 0.0
1510565426441 0.0
1510565426942 0.0
1510565427442 0.0
1510565427942 0.0
1510565428442 0.0
1510565428943 0.0
1510565429443 0.0
1510565429943 0.0
1510565430443 0.0
1510565430944 0.0
1510565431444 0.0
1510565431944 0.0
1510565432444 0.0
1510565432945 0.0
1510565433445 0.0
1510565433945 0.0
1510565434445 0.0
1510565434946 0.0
1510565435446 0.0
1510565435946 0.0
1510565552600 0.0
1510565553101 0.0
1510565553602 0.0
1510565554102 0.0
1510565554602 0.0
1510565592247 0.0
1510565592748 0.0
1510565593248 0.0
1510565593749 0.0
1510565594249 0.0
1510565594749 0.0
1510565595249 0.0
1510565595750 0.0
1510565596250 0.0
1510565596750 0.0
1510565636241 0.0
1510565636742 0.0
1510565637242 0.0
1510565697162 0.0
1510565697663 0.0
1510565698164 0.0
1510565698664 0.0
1510565699164 0.0
1510565699665 0.0
1510565700165 0.0
1510565700665 0.0
1510565701165 0.0
1510565701666 0.0
1510565702166 0.0
1510565702666 0.0
1510565703166 0.0
1510565703667 0.0
1510565704167 0.0
1510565704667 0.0
1510565705167 0.0
1510565705668 0.0
1510565706168 0.0
1510565706668 0.0
1510565707169 0.0
1510565707669 0.0
1510565708169 0.0
1510565759918 0.0
1510565760420 0.0
1510565760920 0.0
1510565761420 0.0
1510565761920 0.0
1510565796638 0.0
1510565797139 0.0
1510565797639 0.0
1510565798139 0.0
1510565798639 0.0
1510565799140 0.0
1510565799640 0.0
1510565826236 0.0
1510565826737 0.0
1510565827237 0.0
1510565827738 0.0
1510565828238 0.0
